/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/CodigoBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeApelido;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/DataCriacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3100";"2026-03-31";;;;;;;;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3098";"2026-03-27";;;;"2026-03-30";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3092";"2025-11-13";;;;"2025-11-14";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3084";"2025-02-01";;;;"2025-02-02";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3079";"2024-12-18";;;;"2024-12-22";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3077";"2024-12-03";;;;"2024-12-04";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3048";"2023-12-12";;;;"2023-12-20";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3046";"2023-11-22";;;;"2023-11-23";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3088";"2023-02-01";;;;"2023-02-02";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2993";"2022-10-06";;;;"2023-01-01";"AFO";"Afastamento do exercÃ­cio";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2960";"2020-12-15";;;;"2022-06-07";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;
"6295";"945";"Carlos FÃ¡varo";"Carlos Henrique Baqueta FÃ¡varo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";"sen.carlosfavaro@senado.leg.br";"PSD";"MT";"NÃ£o";"NÃ£o";"33036408";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5936";"949";"Carlos Portinho";"Carlos Francisco Portinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5936.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5936";"sen.carlosportinho@senado.leg.br";;;;;"33036640";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://carlosportinho.com.br/";
"5936";"949";"Carlos Portinho";"Carlos Francisco Portinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5936.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5936";"sen.carlosportinho@senado.leg.br";;;;;"33036613";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://carlosportinho.com.br/";
"5936";"949";"Carlos Portinho";"Carlos Francisco Portinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5936.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5936";"sen.carlosportinho@senado.leg.br";"PL";"RJ";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"545";"RJ";"1Âº Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5934";"Renata Guerra";"2959";"2020-11-03";"Titular";"751";"Arolde de Oliveira";;;;"https://carlosportinho.com.br/";
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";;;;;"33033100";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";;;;;"33033116";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";"PSD";"MG";"NÃ£o";"NÃ£o";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5991";"Castellar Neto";;;;;;;;;;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";"PSD";"MG";"NÃ£o";"NÃ£o";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5992";"Danilo Martins de Oliveira";;;;;;;;;;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";"PSD";"MG";"NÃ£o";"NÃ£o";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3073";"2024-11-16";;;;;;;;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";"PSD";"MG";"NÃ£o";"NÃ£o";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2892";"2019-02-01";;;;"2024-07-17";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;
"5990";"843";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";"sen.carlosviana@senado.leg.br";"PSD";"MG";"NÃ£o";"NÃ£o";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"470";"815";"Chico Rodrigues";"Francisco de Assis Rodrigues";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/470";"sen.chicorodrigues@senado.leg.br";"PSB";"RR";"Sim";"NÃ£o";"33032281";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"577";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"6023";"Pedro Arthur";;;;;;;;;;
"470";"815";"Chico Rodrigues";"Francisco de Assis Rodrigues";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/470";"sen.chicorodrigues@senado.leg.br";"PSB";"RR";"Sim";"NÃ£o";"33032281";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"577";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"6024";"OnÃ©simo Cruz";;;;;;;;;;
"470";"815";"Chico Rodrigues";"Francisco de Assis Rodrigues";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/470";"sen.chicorodrigues@senado.leg.br";"PSB";"RR";"Sim";"NÃ£o";"33032281";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"577";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2965";"2021-02-18";;;;;;;;
"470";"815";"Chico Rodrigues";"Francisco de Assis Rodrigues";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/470";"sen.chicorodrigues@senado.leg.br";"PSB";"RR";"Sim";"NÃ£o";"33032281";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"577";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2905";"2019-02-01";;;;"2020-10-20";"LP ";"LicenÃ§a Particular";;
"470";"815";"Chico Rodrigues";"Francisco de Assis Rodrigues";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/470";"sen.chicorodrigues@senado.leg.br";"PSB";"RR";"Sim";"NÃ£o";"33032281";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"577";"RR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";;;;;"33036460";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";;;;;"33036399";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5971";"Prisco Bezerra";;;;;;;;;"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5972";"Julio Ventura";;;;;;;;;"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3006";"2023-01-04";;;;;;;"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2953";"2020-04-11";;;;"2022-09-05";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2895";"2019-02-01";;;;"2019-12-11";"LP ";"LicenÃ§a Particular";"https://cidgomes.com.br/";
"5973";"825";"Cid Gomes";"Cid Ferreira Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973";"sen.cidgomes@senado.leg.br";"PSB";"CE";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"556";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;"https://cidgomes.com.br/";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";;;;;"33036187";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";;;;;"33036188";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";;;;;"33036183";"3";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"NÃ£o";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5898";"Eliane Nogueira";;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"NÃ£o";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5900";"Gil Paraibano";;;;;;;;;"http://cironogueira.com.br";
"739";"811";"Ciro Nogueira";"Ciro Nogueira Lima Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/739";"sen.cironogueira@senado.leg.br";"PP";"PI";"NÃ£o";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"524";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3004";"2022-12-30";;;;;;;"http://cironogueira.com.br";
